"As it used to be, as before ; still, persistently, even still",여전히
An owner,주인
To discover,발견하다
"A line, a route",선
The human race,인류
"A special feature, a distinguishing feature",특징
To give,드리다
An athlete,선수
"A form, formality, mold",형식
"To plan, arrange",마련하다
Half [반ː],반
To announce,발표하다
"Subject, theme, topic",주제
"Put a thing over or across
To range from A to B",걸치다
"Experience, undergo, suffer",겪다
A point of view or a standpoint/outlook,관점
Ear,귀
"Basis (bases) , foundation ",기본
Meter,미터
To disappear,사라지다
To be in a certain way/fashion,어떠하다
Feelings,감정
A memory,기억
A fellow (it is a derogatory term),놈
Popularity,인기
"Boat, ship, vessel",배
Apartment,아파트
Rarely,가끔
"Organization or  constitution , the framework of something",구성
"Spoonful (needs to be followed with a numeric value. Such as ""한술"" ""두술"" )",술
In reality,실제로
"Short, brief",짧다
To thank,고맙다
Management or  administration,관리
That place,그곳
To be sweet,달다
"More than, greater than ....",보다
"Also and, also including",비롯하다
Just as one thought,과연
(passive) to be heard,들리다
"Run, make do fast",달리다
Busy,바쁘다
Former days/times [이ː전],이전
To admit something,인정하다
"A ruler
Letter, character
Man, person",자
The middle and the heart,중앙
To be bad,나쁘다
"Disregard, be not deterred[bothered, hindered] (by)",불구하다
To make,시키다
Game,게임
International,국제
Group,그룹
Life,인생
"Tradition, convention",전통
Educate or  train or  cultivate,기르다
"A cup, wine glass",잔
"To examine, investigate",조사하다
To be very big/large,커다랗다
To have,있다
A poet,시인
"When, at what time",언제
"Outside of (그 외 - outside of them, the rest)",외
"Evaluation, appraisal, assessment",평가
Come down,내려오다
"A position, a location",위치
"Reduce, decrease",줄이다
Price,가격
"To change, vary",달라지다
"To be empty, vacant",비다
Three countries,삼국
Customer,손님
To want,원하다
"Communications, correspondance",통신
"To confirm, corroborate",확인하다
"A group, a party",모임
The number of sth [수ː,수
"any, no (used as a negative)",아무
"Laughter, a smile",웃음
An instrument or  a machine,기계
"Status, conditions",모양
"Matter, material",물질
Announcer,아나운서
News,뉴스
"Lead a life, get along",살아가다
"Spread out, unfold",펴다
"Multiples (two times, three times, etc) ",배
"School, teaching",수업
Winter,겨울
"Religion, a faith",종교
"Floor, grade, class",층
To be natural,자연스럽다
One piece of sth flat,장
"To revolve, rotate, spin",돌다
Meal (formal),식사
"To hold, embrace",안다
Understanding,이해
To forget,잊다
"To present a physcial thing (such as an ID card), to present an idea or opinion. It is not used as ""to give a presentation"" ",제시하다
"Group, company, party",반
Nothing more than,불과하다
"If that’s not the case, or",혹은
"Huge, great, enormous, massive, tremendous, excessive, an overwhelming amount of something",엄청나다
"Direction, way (the wind is blowing that ~)",편
Television,텔레비전
"Grasp, seize, understand",파악하다
"Compilation, editing",편
"To phsyically do something, practice, action, fulfill",실천
"To try hard, strive",노력하다
"Protection, shelter",보호
"To wash, cleanse",씻다
"On the other hand, while",한편
To be late (time),늦다
Neighbor,이웃
Letter,편지
Association or  union or  collaboration,공동
Reason,까닭
"A plan, scheme",방안
Centimeter,센티미터
An arm,팔
To be clear/obvious,분명하다
Analysis,분석
A young girl,소녀
"To pass, elapse",지나가다
"Difference (in/between), distinction (between), gap (between)",차
"Product, goods",상품
Explanation,설명
To be excellent,훌륭하다
The interested or affected parties,관계자
"Newly, anew
Vertical",새로
Three (counting countable items)),세
"Get joined, be connected",이어지다
TV,티브이
Spring,봄
"Kind, sort, species",종류
Be low,낮다
Shoulder,어깨
"To point out, to correct",지적하다
Man and wife,부부
"Long, for a long time",오래
"A demand, claim, request",요구
"To raise, bring up, rear",키우다
Lie down,눕다
To develop,발달하다
"To improve, to develop, grow",발전하다
Trip,여행
Death,죽음
Suffering or  agony,고통
"To appear, to enter the stage",등장하다
Ball,공
As if,듯이
"To hang out with someone/group
Match, fit, looks nice on something with something"", as in appearance (example ""너는 보라색이 참 어울려"" - you look really good in purple)",어울리다
May,오월
"To relax, take a break",쉬다
"To inform, tell a person",알리다
"To be full, to be filled with (PASSIVE)",차다
A lesson or  a section or  a department,과
Far away,멀리
"Pull out, extract",빼다
"Scheduled, planning to do something",예정
Older brother to a female,오빠
"Be pleasant, agreeable",즐겁다
"Boundary, limits",한계
"Generally, commonly, often",흔히
"Foundation (of), basis (of/for)",바탕
April,사월
To fight,싸우다
"Sometime, anytime, whenever",언제
"Pretty, lovely",예쁘다
Conflict or  troubles,갈등
Feel,느껴지다
"Will, volition
Depending on something/ someone",의지
One's specialty,전문
To be exact,정확하다
"The early days, the initial period",초기
"The last, the latter part",나중
"When used repeatedly, like ""등등"", it means et cetera. ",등
Delicious,맛있다
"A few days, several day, number of days",며칠
Nerves,신경
"To go meet somebody, to go get sth",찾아오다
"Beauty, grace",미
"Use, imply",사용
"One's gaze, one’s line of vision",시선
No sort of,아무런
Media,언론
Investment,투자
"Helping, supporting, aiding, backing",지원
To decide,결정하다
Management or  administration,경영
"Goal, object",목표
Growth,성장
Forest,숲
"To lose, to go missin, disappear",없어지다
Last year,작년
To go downwards,내려가다
"To rise
To remember",떠오르다
"To reach
Go crazy",미치다
"Dawn, daybreak",새벽
"Garbage, trash",쓰레기
"Fast, quickly, rapidly",얼른
"Wages, pay",임금
Damage,피해
"Resentment, sorrow, regret [한ː]",한
"Fearful, dreadful",무섭다
One’s work place,직장
